2026-02-21 16:12:07,684 - madqn - INFO - train.py:64 - 
2026-02-21 16:12:07,684 - madqn - INFO - train.py:65 - ################################################################################
2026-02-21 16:12:07,684 - madqn - INFO - train.py:66 - #                          MADQN 训练开始                                       #
2026-02-21 16:12:07,685 - madqn - INFO - train.py:67 - ################################################################################
2026-02-21 16:12:07,685 - madqn - INFO - train.py:68 - 训练参数: iteration=5, num_episodes=50, episode_length=5000, num_agents=4, lr=0.001, gamma=0.99, epsilon=0.5, epsilon_min=0.1, epsilon_decay=0.95, mini_batch_size=64, update_freq=10, device=cpu
2026-02-21 16:12:07,685 - madqn - INFO - train.py:83 - ---------- Iteration 1/5 开始 ----------
2026-02-21 16:12:13,228 - madqn - DEBUG - train.py:146 - Iter 1 Ep 1 | TotalReturn=-526.00 | AgentReturns=[A1:-148.00, A2:-239.00, A3:-90.00, A4:-49.00] | AvgBER=0.0137 [A1:0.0131, A2:0.0065, A3:0.0184, A4:0.0168] | Epsilon=0.475
2026-02-21 16:12:17,755 - madqn - DEBUG - train.py:146 - Iter 1 Ep 2 | TotalReturn=-116.00 | AgentReturns=[A1:-126.00, A2:7.00, A3:-5.00, A4:8.00] | AvgBER=0.0137 [A1:0.0131, A2:0.0097, A3:0.0168, A4:0.0152] | Epsilon=0.451
2026-02-21 16:12:21,043 - madqn - DEBUG - train.py:146 - Iter 1 Ep 3 | TotalReturn=-62.00 | AgentReturns=[A1:-70.00, A2:-2.00, A3:5.00, A4:5.00] | AvgBER=0.0137 [A1:0.0142, A2:0.0078, A3:0.0135, A4:0.0193] | Epsilon=0.429
2026-02-21 16:12:24,228 - madqn - DEBUG - train.py:146 - Iter 1 Ep 4 | TotalReturn=-67.00 | AgentReturns=[A1:-32.00, A2:-9.00, A3:7.00, A4:-33.00] | AvgBER=0.0137 [A1:0.0129, A2:0.0064, A3:0.0195, A4:0.0161] | Epsilon=0.407
2026-02-21 16:12:27,064 - madqn - DEBUG - train.py:146 - Iter 1 Ep 5 | TotalReturn=-68.00 | AgentReturns=[A1:-75.00, A2:-2.00, A3:3.00, A4:6.00] | AvgBER=0.0137 [A1:0.0123, A2:0.0086, A3:0.0151, A4:0.0189] | Epsilon=0.387
2026-02-21 16:12:29,888 - madqn - DEBUG - train.py:146 - Iter 1 Ep 6 | TotalReturn=-31.00 | AgentReturns=[A1:-42.00, A2:4.00, A3:-1.00, A4:8.00] | AvgBER=0.0137 [A1:0.0125, A2:0.0070, A3:0.0173, A4:0.0179] | Epsilon=0.368
2026-02-21 16:12:32,115 - madqn - DEBUG - train.py:146 - Iter 1 Ep 7 | TotalReturn=-2.00 | AgentReturns=[A1:-18.00, A2:1.00, A3:8.00, A4:7.00] | AvgBER=0.0137 [A1:0.0129, A2:0.0076, A3:0.0178, A4:0.0165] | Epsilon=0.349
2026-02-21 16:12:34,325 - madqn - DEBUG - train.py:146 - Iter 1 Ep 8 | TotalReturn=-2.00 | AgentReturns=[A1:-20.00, A2:8.00, A3:3.00, A4:7.00] | AvgBER=0.0137 [A1:0.0135, A2:0.0071, A3:0.0172, A4:0.0170] | Epsilon=0.332
2026-02-21 16:12:36,431 - madqn - DEBUG - train.py:146 - Iter 1 Ep 9 | TotalReturn=-4.00 | AgentReturns=[A1:-18.00, A2:8.00, A3:2.00, A4:4.00] | AvgBER=0.0137 [A1:0.0146, A2:0.0088, A3:0.0144, A4:0.0170] | Epsilon=0.315
2026-02-21 16:12:38,693 - madqn - DEBUG - train.py:146 - Iter 1 Ep 10 | TotalReturn=-10.00 | AgentReturns=[A1:-26.00, A2:11.00, A3:-2.00, A4:7.00] | AvgBER=0.0137 [A1:0.0105, A2:0.0076, A3:0.0179, A4:0.0188] | Epsilon=0.299
2026-02-21 16:12:40,752 - madqn - DEBUG - train.py:146 - Iter 1 Ep 11 | TotalReturn=-10.00 | AgentReturns=[A1:-19.00, A2:5.00, A3:-1.00, A4:5.00] | AvgBER=0.0137 [A1:0.0140, A2:0.0066, A3:0.0142, A4:0.0200] | Epsilon=0.284
